lista;item;Proyecto;item_exp;cond;bias;nombre_rol;errores;rt_determinante;rt_nombre;rt_verbo1;rt_pronombre;rt_verbo2;q_words;q_words_SN_Pron;respeta_verbo_verbo;respeta_sust_sust;oracion;palabra_0;palabra_1;palabra_2;palabra_3;palabra_4;palabra_5;palabra_6;palabra_7;palabra_8;palabra_9;palabra_10;palabra_11;palabra_12;palabra_13;palabra_14;part;ID;edad;id_genero;nacionalidad;residencia;lengua;educacion;lentes;mail;tiempo_total
B;103;Bologna;gender55;g_masc;masc;plomero;no;1274;1051;967;1140;1030;13;5;si;si;"Gli idraulici riparano la principale tubatura rotta; tutti ripristinano l' acqua corrente nell' intero edificio.";1274;1051;967;1092;1510;1080;1230;1140;1030;1961;1567;951;1681;1020.0;960.0;82;82;24;F;Italiana;xxx;Italiano;Magistrale ;no;xxx;824766
B;77;todos;gender29;g_masc;masc;camionero;no;1387;1119;1338;945;1035;15;4;si;si;"I giardinieri curano il parco pubblico; tutti potano gli alberi malati alla fine dell' inverno.";1387;1119;1338;950;833;720;945;1035;1070;913;1507;2450;1770;1170.0;1042.0;82;82;24;F;Italiana;xxx;Italiano;Magistrale ;no;xxx;824766
B;80;todos;gender32;g_fem;masc;herrero;si;578;1509;1130;881;1179;14;5;no;no;"Le fabbre saldano la nuova rete metallica; tutte eseguono un lavoro di squadra eccellente.";578;1509;1130;840;971;1379;730;881;1179;900;2140;1390;1010;1340.0;;82;82;24;F;Italiana;xxx;Italiano;Magistrale ;no;xxx;824766
B;50;todos;gender2;g_fem;fem;enfermero;si;1459;1209;1672;13592;2135;14;7;si;si;"Le infermiere controllano i turni di guardia del giorno; tutte trovano degli errori madornali.";1459;1209;1672;1610;1321;990;1337;1182;1167;13592;2135;2776;1693;1534.0;;83;83;56;M;ITALIANA;xxx;ITALIANA;LAUREA;SI;xxx;937000
B;55;todos;gender7;g_masc;fem;secretario;no;943;1224;1030;4047;1405;13;4;no;no;"I segretari ricevono la documentazione ufficiale; tutti raccolgono le firme in ogni dipartimento.";943;1224;1030;1355;1294;1542;4047;1405;1521;1418;1364;1497;3147;;;83;83;56;M;ITALIANA;xxx;ITALIANA;LAUREA;SI;xxx;937000
B;92;todos;gender44;g_fem;masc;marinero;no;2045;1843;2378;2245;1548;13;5;no;no;"Le marinaie ricevono le indicazioni dal porto; tutte manovrano con destrezza la nave.";2045;1843;2378;1740;1242;2177;1598;2245;1548;1496;1853;1421;1331;;;83;83;56;M;ITALIANA;xxx;ITALIANA;LAUREA;SI;xxx;937000
B;76;Bologna;gender28;g_fem;fem;fonoaudiólogo;no;979;1492;1474;1367;1803;13;5;no;no;"Le ginecologhe visitano le pazienti con le infermiere; tutte controllano la crescita fetale.";979;1492;1474;1114;1284;1196;1644;1342;1367;1803;1174;1172;1326;;;83;83;56;M;ITALIANA;xxx;ITALIANA;LAUREA;SI;xxx;937000
B;77;todos;gender29;g_masc;masc;camionero;no;786;2116;1357;1123;1194;15;4;si;si;"I giardinieri curano il parco pubblico; tutti potano gli alberi malati alla fine dell' inverno.";786;2116;1357;1148;1432;1574;1123;1194;1141;829;1740;5766;3348;1460.0;1657.0;83;83;56;M;ITALIANA;xxx;ITALIANA;LAUREA;SI;xxx;937000
B;80;todos;gender32;g_fem;masc;herrero;no;710;4303;4111;1499;1232;14;5;no;no;"Le fabbre saldano la nuova rete metallica; tutte eseguono un lavoro di squadra eccellente.";710;4303;4111;2358;2529;1635;1476;1499;1232;1137;1175;1132;1538;1428.0;;83;83;56;M;ITALIANA;xxx;ITALIANA;LAUREA;SI;xxx;937000
B;53;todos;gender5;g_masc;fem;bibliotecario;no;794;1008;965;1248;1331;14;5;si;si;"I bibliotecari organizzano alfabeticamente i nuovi libri; tutti eseguono il lavoro in modo rigoroso.";794;1008;965;1703;951;865;1060;1248;1331;942;968;2109;1360;1143.0;;83;83;56;M;ITALIANA;xxx;ITALIANA;LAUREA;SI;xxx;937000
B;86;todos;gender38;g_fem;masc;bombero;no;747;1332;1886;1185;937;14;6;si;si;"Le becchine preparano la salma per la sepoltura; tutte aspettano in un rigoroso silenzio.";747;1332;1886;934;1027;1221;894;1323;1185;937;2206;1353;1362;1043.0;;83;83;56;M;ITALIANA;xxx;ITALIANA;LAUREA;SI;xxx;937000
B;87;todos;gender39;g_masc;masc;mecánico;no;952;1130;986;1373;947;13;5;no;no;"I meccanici riparano il motore dell' automobile; tutti offrono un servizio eccellente al cliente.";952;1130;986;946;1019;827;852;1373;947;1029;1025;1544;1181;975.0;;83;83;56;M;ITALIANA;xxx;ITALIANA;LAUREA;SI;xxx;937000
B;103;Bologna;gender55;g_masc;masc;plomero;si;698;920;799;1092;2589;13;5;si;si;"Gli idraulici riparano la principale tubatura rotta; tutti ripristinano l' acqua corrente nell' intero edificio.";698;920;799;750;1201;966;1242;1092;2589;2105;1986;1580;1030;1025.0;1081.0;83;83;56;M;ITALIANA;xxx;ITALIANA;LAUREA;SI;xxx;937000
B;60;todos;gender12;g_fem;fem;psicólogo;no;749;1453;1177;1255;1123;13;4;no;no;"Le psicologhe organizzano una seduta collettiva; tutte offrono consulenza gratuita negli ambulatori pubblici.";749;1453;1177;768;976;1339;1255;1123;1491;1204;1385;971;1010;;;83;83;56;M;ITALIANA;xxx;ITALIANA;LAUREA;SI;xxx;937000
D;64;todos;gender16;g_fem;fem;pedeagogo;no;669;693;1434;904;883;13;5;no;no;"Le portinaie svolgono solertemente il loro lavoro; tutte puliscono con attenzione le scale.";669;693;1434;1100;521;645;478;904;883;677;1020;676;474;;;84;84;23;donna;italiana;xxx;italiano;laurea magistrale (in corso);sì;xxx;479636
D;96;Alberta_Bologna;gender48;g_fem;masc;carnicero;si;541;597;1101;863;826;13;5;si;si;"Le macellaie preparano tagli d' agnello fresco; tutte espongono i nuovi prezzi in vetrina.";541;597;1101;1691;2391;567;929;863;826;714;621;569;946;622.0;;84;84;23;donna;italiana;xxx;italiano;laurea magistrale (in corso);sì;xxx;479636
D;89;todos;gender41;g_masc;masc;minero;no;506;630;851;885;562;14;4;no;no;"I minatori lavorano in condizioni pericolose; tutti chiedono migliori condizioni di lavoro nella miniera.";506;630;851;908;883;766;885;562;930;552;663;475;751;963.0;;84;84;23;donna;italiana;xxx;italiano;laurea magistrale (in corso);sì;xxx;479636
D;81;todos;gender33;g_masc;masc;carpintero;no;488;816;713;810;618;13;6;si;si;"Gli architetti progettano strutture innovative per le aziende; tutti rispettano le norme ambientali.";488;816;713;957;702;721;797;611;810;618;627;684;787;;;84;84;23;donna;italiana;xxx;italiano;laurea magistrale (in corso);sì;xxx;479636
D;52;todos;gender4;g_fem;fem;astrólogo;si;588;887;759;895;776;14;4;si;si;"Le astrologhe analizzano le carte astrali; tutte formulano la loro predizione per l' anno futuro.";588;887;759;828;550;813;895;776;515;890;793;587;871;668.0;794.0;84;84;23;donna;italiana;xxx;italiano;laurea magistrale (in corso);sì;xxx;479636
D;68;Alberta_Bologna;gender20;g_fem;fem;dermatólogo;no;1277;658;886;947;826;13;6;si;si;"Le parrucchiere acconciano i lunghi capelli della cliente; tutte utilizzano costosi prodotti biologici.";1277;658;886;520;820;501;609;553;947;826;966;529;927;;;84;84;23;donna;italiana;xxx;italiano;laurea magistrale (in corso);sì;xxx;479636
D;105;Bologna;gender57;g_masc;masc;ministro;no;766;903;929;818;1207;15;5;si;si;"I ministri partecipano alla riunione di gabinetto; tutti attendevano impazientemente dei dettagli sul piano economico.";766;903;929;747;625;892;628;818;1207;1066;979;1157;1505;775.0;487.0;84;84;23;donna;italiana;xxx;italiano;laurea magistrale (in corso);sì;xxx;479636
D;57;todos;gender9;g_masc;fem;partero;no;527;636;968;1189;927;13;5;no;no;"Gli ostetrici assistono molte partorienti in ospedale; tutti supportano le madri in travaglio.";527;636;968;654;871;885;727;1189;927;656;560;727;596;;;84;84;23;donna;italiana;xxx;italiano;laurea magistrale (in corso);sì;xxx;479636
D;61;todos;gender13;g_masc;fem;maestro;no;740;594;1145;866;738;14;5;si;si;"I maestri comprano dei quaderni a quadretti; tutti preparano il necessario per le lezioni.";740;594;1145;691;764;1161;708;866;738;700;734;732;742;622.0;;84;84;23;donna;italiana;xxx;italiano;laurea magistrale (in corso);sì;xxx;479636
D;84;todos;gender36;g_fem;masc;ingeniero;si;612;977;776;956;1376;13;5;no;no;"Le ingegnere predispongono il progetto del tunnel; tutte considerano la resistenza del terreno.";612;977;776;136;1592;1518;888;956;1376;810;907;568;760;;;84;84;23;donna;italiana;xxx;italiano;laurea magistrale (in corso);sì;xxx;479636
D;108;Bologna;gender60;g_fem;masc;diputado;si;601;615;526;734;791;14;6;no;no;"Le deputate presentano un nuovo decreto sui trasporti; tutte sperano in una approvazione unanime.";601;615;526;658;591;633;619;638;734;791;1474;902;567;792.0;;84;84;23;donna;italiana;xxx;italiano;laurea magistrale (in corso);sì;xxx;479636
A;79;todos;gender31;g_masc;masc;herrero;no;570;1028;603;788;908;14;5;no;no;"I fabbri saldano la nuova rete metallica; tutti eseguono un lavoro di squadra eccellente.";570;1028;603;764;793;695;1340;788;908;822;780;570;767;942.0;;85;85;25;F;Italiana;xxx;Italiano;Laurea Magistrale in corso;No;xxx;610429
A;59;todos;gender11;g_masc;fem;psicólogo;no;534;1265;708;878;658;13;4;no;no;"Gli psicologi organizzano una seduta collettiva; tutti offrono consulenza gratuita negli ambulatori pubblici.";534;1265;708;910;1074;547;878;658;1062;600;1260;521;879;;;85;85;25;F;Italiana;xxx;Italiano;Laurea Magistrale in corso;No;xxx;610429
A;88;todos;gender40;g_fem;masc;mecánico;no;861;790;979;1168;581;13;5;no;no;"Le meccaniche riparano il motore dell' automobile; tutte offrono un servizio eccellente al cliente.";861;790;979;656;709;945;632;1168;581;773;548;523;1121;553.0;;85;85;25;F;Italiana;xxx;Italiano;Laurea Magistrale in corso;No;xxx;610429
A;56;todos;gender8;g_fem;fem;secretario;no;551;1443;665;672;1162;13;5;no;no;"Le segretarie ricevono la documentazione ufficiale; tutte raccolgono le firme in ogni dipartimento.";551;1443;665;712;798;1105;672;1162;613;573;840;625;736;;;85;85;25;F;Italiana;xxx;Italiano;Laurea Magistrale in corso;No;xxx;610429
A;49;todos;gender1;g_masc;fem;enfermero;no;634;633;1159;951;1085;14;7;si;si;"Gli infermieri controllano i turni di guardia del giorno; tutti trovano degli errori madornali.";634;633;1159;1183;1471;892;1167;1160;1085;951;1085;943;796;1697.0;;85;85;25;F;Italiana;xxx;Italiano;Laurea Magistrale in corso;No;xxx;610429
A;78;todos;gender30;g_fem;masc;camionero;no;441;1533;1399;1137;728;15;4;si;si;"Le giardiniere curano il parco pubblico; tutte potano gli alberi malati alla fine dell' inverno.";441;1533;1399;490;1663;1117;1137;728;1151;921;809;776;838;970.0;1995.0;85;85;25;F;Italiana;xxx;Italiano;Laurea Magistrale in corso;No;xxx;610429
A;75;Bologna;gender27;g_masc;fem;fonoaudiólogo;no;713;1159;728;1052;4013;13;5;no;no;"I ginecologi visitano le pazienti con le infermiere; tutti monitorano la crescita fetale.";713;1159;728;783;888;829;606;1300;1052;4013;719;845;896;;;85;85;25;F;Italiana;xxx;Italiano;Laurea Magistrale in corso;No;xxx;610429
A;54;todos;gender6;g_fem;fem;bibliotecario;no;762;1054;982;832;983;14;5;si;si;"Le bibliotecarie organizzano alfabeticamente i nuovi libri; tutte eseguono il lavoro in modo rigoroso.";762;1054;982;1650;764;967;935;832;983;696;784;815;792;933.0;;85;85;25;F;Italiana;xxx;Italiano;Laurea Magistrale in corso;No;xxx;610429
A;85;todos;gender37;g_masc;masc;bombero;no;561;1087;1080;853;995;14;6;si;si;"I becchini preparano la salma per la sepoltura; tutti aspettano in un rigoroso silenzio.";561;1087;1080;758;641;590;701;1093;853;995;1054;1003;1280;655.0;;85;85;25;F;Italiana;xxx;Italiano;Laurea Magistrale in corso;No;xxx;610429
A;104;Bologna;gender56;g_fem;masc;plomero;no;1066;885;999;1182;998;13;5;si;si;"Le idrauliche riparano la principale tubatura rotta; tutte ripristinano l' acqua corrente nell' intero edificio.";1066;885;999;905;1036;2136;1288;1182;998;1215;769;1029;744;1123.0;1520.0;85;85;25;F;Italiana;xxx;Italiano;Laurea Magistrale in corso;No;xxx;610429
A;91;todos;gender43;g_masc;masc;marinero;si;448;1209;879;1002;1073;13;5;no;no;"I marinai ricevono le indicazioni dal porto; tutti manovrano con destrezza la nave.";448;1209;879;1263;1377;1062;1009;1002;1073;659;633;1226;821;;;85;85;25;F;Italiana;xxx;Italiano;Laurea Magistrale in corso;No;xxx;610429
B;80;todos;gender32;g_fem;masc;herrero;no;815;2146;1415;647;1128;14;5;no;no;"Le fabbre saldano la nuova rete metallica; tutte eseguono un lavoro di squadra eccellente.";815;2146;1415;783;706;1133;729;647;1128;654;495;548;758;774.0;;86;86;27;F;Italiana;xxx;Italiano;Laurea magistrale (Scienze linguistiche);Sì;xxx;1011832
B;55;todos;gender7;g_masc;fem;secretario;no;1158;754;692;1010;1042;13;4;no;no;"I segretari ricevono la documentazione ufficiale; tutti raccolgono le firme in ogni dipartimento.";1158;754;692;915;875;785;1010;1042;748;746;844;924;591;;;86;86;27;F;Italiana;xxx;Italiano;Laurea magistrale (Scienze linguistiche);Sì;xxx;1011832
B;77;todos;gender29;g_masc;masc;camionero;no;603;842;914;917;981;15;4;si;si;"I giardinieri curano il parco pubblico; tutti potano gli alberi malati alla fine dell' inverno.";603;842;914;709;794;1075;917;981;812;539;668;1004;754;776.0;607.0;86;86;27;F;Italiana;xxx;Italiano;Laurea magistrale (Scienze linguistiche);Sì;xxx;1011832
B;53;todos;gender5;g_masc;fem;bibliotecario;no;685;1309;1132;632;630;14;5;si;si;"I bibliotecari organizzano alfabeticamente i nuovi libri; tutti eseguono il lavoro in modo rigoroso.";685;1309;1132;1171;639;757;650;632;630;808;660;672;721;604.0;;86;86;27;F;Italiana;xxx;Italiano;Laurea magistrale (Scienze linguistiche);Sì;xxx;1011832
B;60;todos;gender12;g_fem;fem;psicólogo;no;581;1299;552;750;1170;13;4;no;no;"Le psicologhe organizzano una seduta collettiva; tutte offrono consulenza gratuita negli ambulatori pubblici.";581;1299;552;569;802;812;750;1170;817;718;1091;663;451;;;86;86;27;F;Italiana;xxx;Italiano;Laurea magistrale (Scienze linguistiche);Sì;xxx;1011832
B;50;todos;gender2;g_fem;fem;enfermero;no;525;799;692;1311;602;14;7;si;si;"Le infermiere controllano i turni di guardia del giorno; tutte trovano degli errori madornali.";525;799;692;885;1007;1216;553;667;709;1311;602;811;745;844.0;;86;86;27;F;Italiana;xxx;Italiano;Laurea magistrale (Scienze linguistiche);Sì;xxx;1011832
B;103;Bologna;gender55;g_masc;masc;plomero;no;523;886;576;838;808;13;5;si;si;"Gli idraulici riparano la principale tubatura rotta; tutti ripristinano l' acqua corrente nell' intero edificio.";523;886;576;571;699;579;1150;838;808;608;592;818;1471;864.0;671.0;86;86;27;F;Italiana;xxx;Italiano;Laurea magistrale (Scienze linguistiche);Sì;xxx;1011832
B;76;Bologna;gender28;g_fem;fem;fonoaudiólogo;no;515;1016;693;662;683;13;5;no;no;"Le ginecologhe visitano le pazienti con le infermiere; tutte controllano la crescita fetale.";515;1016;693;658;661;707;928;584;662;683;610;765;1537;;;86;86;27;F;Italiana;xxx;Italiano;Laurea magistrale (Scienze linguistiche);Sì;xxx;1011832
B;87;todos;gender39;g_masc;masc;mecánico;no;498;637;648;608;903;13;5;no;no;"I meccanici riparano il motore dell' automobile; tutti offrono un servizio eccellente al cliente.";498;637;648;553;598;709;590;608;903;480;547;561;422;624.0;;86;86;27;F;Italiana;xxx;Italiano;Laurea magistrale (Scienze linguistiche);Sì;xxx;1011832
B;92;todos;gender44;g_fem;masc;marinero;si;484;729;564;744;1145;13;5;no;no;"Le marinaie ricevono le indicazioni dal porto; tutte manovrano con destrezza la nave.";484;729;564;807;673;627;630;744;1145;1425;1809;1026;676;;;86;86;27;F;Italiana;xxx;Italiano;Laurea magistrale (Scienze linguistiche);Sì;xxx;1011832
B;86;todos;gender38;g_fem;masc;bombero;no;431;1151;858;602;853;14;6;si;si;"Le becchine preparano la salma per la sepoltura; tutte aspettano in un rigoroso silenzio.";431;1151;858;593;796;683;499;548;602;853;735;608;620;739.0;;86;86;27;F;Italiana;xxx;Italiano;Laurea magistrale (Scienze linguistiche);Sì;xxx;1011832
C;90;todos;gender42;g_fem;masc;minero;si;491;1575;1139;1534;1060;14;4;no;no;"Le minatrici lavorano in condizioni pericolose; tutte chiedono migliori condizioni di lavoro nella miniera.";491;1575;1139;707;984;1046;1534;1060;1051;872;514;543;1239;816.0;;87;87;23;Donna;italiana;xxx;italiano;Laurea Magistrale (in corso);sì;xxx;702300
C;95;Alberta_Bologna;gender47;g_masc;masc;carnicero;si;485;1658;797;683;1441;13;5;si;si;"I macellai preparano tagli d' agnello fresco; tutti espongono i nuovi prezzi in vetrina.";485;1658;797;1787;733;621;1027;683;1441;770;584;671;808;519.0;;87;87;23;Donna;italiana;xxx;italiano;Laurea Magistrale (in corso);sì;xxx;702300
C;82;todos;gender34;g_fem;masc;carpintero;si;545;839;781;814;815;13;6;si;si;"Le architette progettano strutture innovative per le aziende; tutte rispettano le norme ambientali.";545;839;781;789;1030;670;487;620;814;815;1205;597;953;;;87;87;23;Donna;italiana;xxx;italiano;Laurea Magistrale (in corso);sì;xxx;702300
C;107;Bologna;gender59;g_masc;masc;diputado;si;422;739;962;1051;664;14;6;no;no;"I deputati presentano un nuovo decreto sui trasporti; tutti sperano in una approvazione unanime.";422;739;962;790;468;589;941;859;1051;664;520;546;890;915.0;;87;87;23;Donna;italiana;xxx;italiano;Laurea Magistrale (in corso);sì;xxx;702300
C;83;todos;gender35;g_masc;masc;ingeniero;no;422;650;781;977;1391;13;5;no;no;"Gli ingegneri predispongono il progetto del tunnel; tutti considerano la resistenza del terreno.";422;650;781;778;566;804;794;977;1391;571;885;513;647;;;87;87;23;Donna;italiana;xxx;italiano;Laurea Magistrale (in corso);sì;xxx;702300
C;62;todos;gender14;g_fem;fem;maestro;si;621;513;636;834;991;14;5;si;si;"Le maestre comprano dei quaderni a quadretti; tutte preparano il necessario per le lezioni.";621;513;636;1301;972;1291;612;834;991;717;843;614;614;556.0;;87;87;23;Donna;italiana;xxx;italiano;Laurea Magistrale (in corso);sì;xxx;702300
C;58;todos;gender10;g_fem;fem;partero;si;451;755;694;626;582;13;4;no;no;"Le ostetriche assistono molte partorienti in ospedale; tutte supportano le madri in travaglio.";451;755;694;587;1117;618;723;626;582;650;529;916;735;;;87;87;23;Donna;italiana;xxx;italiano;Laurea Magistrale (in corso);sì;xxx;702300
C;106;Bologna;gender58;g_fem;masc;ministro;si;411;609;1138;1461;853;15;5;si;si;"I ministri partecipano alla riunione di gabinetto; tutti attendevano impazientemente dei dettagli sul piano economico.";411;609;1138;535;843;414;804;1461;853;1452;1213;1393;586;829.0;999.0;87;87;23;Donna;italiana;xxx;italiano;Laurea Magistrale (in corso);sì;xxx;702300
C;63;todos;gender15;g_masc;fem;pedeagogo;si;413;560;1236;960;575;13;5;no;no;"I portinai svolgono solertemente il loro lavoro; tutti puliscono con attenzione le scale.";413;560;1236;1917;1574;1563;458;960;575;820;1066;496;474;;;87;87;23;Donna;italiana;xxx;italiano;Laurea Magistrale (in corso);sì;xxx;702300
C;67;Alberta_Bologna;gender19;g_masc;fem;dermatólogo;no;481;919;1091;845;1176;13;6;si;si;"I parrucchieri acconciano i lunghi capelli della cliente; tutti utilizzano costosi prodotti biologici.";481;919;1091;680;558;676;687;519;845;1176;725;736;610;;;87;87;23;Donna;italiana;xxx;italiano;Laurea Magistrale (in corso);sì;xxx;702300
C;51;todos;gender3;g_masc;fem;astrólogo;no;533;668;1452;1123;963;14;4;si;si;"Gli astrologi analizzano le carte astrali; tutti formulano la loro predizione per l' anno futuro.";533;668;1452;677;601;1293;1123;963;506;1077;673;1124;429;751.0;410.0;87;87;23;Donna;italiana;xxx;italiano;Laurea Magistrale (in corso);sì;xxx;702300
D;68;Alberta_Bologna;gender20;g_fem;fem;dermatólogo;no;1039;2114;1136;1316;1308;13;6;si;si;"Le parrucchiere acconciano i lunghi capelli della cliente; tutte utilizzano costosi prodotti biologici.";1039;2114;1136;1088;1221;1069;1171;1162;1316;1308;1370;1163;1276;;;88;88;26;F;italiana;xxx;italia;laurea magistrale in corso;sì;xxx;725864
D;57;todos;gender9;g_masc;fem;partero;no;992;1354;1214;1176;1318;13;5;no;no;"Gli ostetrici assistono molte partorienti in ospedale; tutti supportano le madri in travaglio.";992;1354;1214;1317;1295;2159;1548;1176;1318;964;1122;1057;1061;;;88;88;26;F;italiana;xxx;italia;laurea magistrale in corso;sì;xxx;725864
D;108;Bologna;gender60;g_fem;masc;diputado;no;1310;1190;1103;1086;1055;14;6;no;no;"Le deputate presentano un nuovo decreto sui trasporti; tutte sperano in una approvazione unanime.";1310;1190;1103;1236;1313;1119;1263;947;1086;1055;2454;1879;1311;1412.0;;88;88;26;F;italiana;xxx;italia;laurea magistrale in corso;sì;xxx;725864
D;52;todos;gender4;g_fem;fem;astrólogo;no;692;3819;1191;1079;929;14;4;si;si;"Le astrologhe analizzano le carte astrali; tutte formulano la loro predizione per l' anno futuro.";692;3819;1191;930;1770;1150;1079;929;1504;1166;1332;1100;1493;1047.0;1096.0;88;88;26;F;italiana;xxx;italia;laurea magistrale in corso;sì;xxx;725864
D;84;todos;gender36;g_fem;masc;ingeniero;no;1218;3138;1094;781;710;13;5;no;no;"Le ingegnere predispongono il progetto del tunnel; tutte considerano la resistenza del terreno.";1218;3138;1094;933;864;762;1635;781;710;739;1911;728;933;;;88;88;26;F;italiana;xxx;italia;laurea magistrale in corso;sì;xxx;725864
D;89;todos;gender41;g_masc;masc;minero;no;896;803;873;1132;1422;14;4;no;no;"I minatori lavorano in condizioni pericolose; tutti chiedono migliori condizioni di lavoro nella miniera.";896;803;873;815;1167;752;1132;1422;1061;775;865;985;735;781.0;;88;88;26;F;italiana;xxx;italia;laurea magistrale in corso;sì;xxx;725864
D;64;todos;gender16;g_fem;fem;pedeagogo;no;712;1143;1032;938;759;13;5;no;no;"Le portinaie svolgono solertemente il loro lavoro; tutte puliscono con attenzione le scale.";712;1143;1032;1023;843;895;797;938;759;809;755;713;762;;;88;88;26;F;italiana;xxx;italia;laurea magistrale in corso;sì;xxx;725864
D;81;todos;gender33;g_masc;masc;carpintero;no;2146;1052;999;833;857;13;6;si;si;"Gli architetti progettano strutture innovative per le aziende; tutti rispettano le norme ambientali.";2146;1052;999;823;787;913;834;757;833;857;914;791;766;;;88;88;26;F;italiana;xxx;italia;laurea magistrale in corso;sì;xxx;725864
D;61;todos;gender13;g_masc;fem;maestro;no;635;1145;649;1058;830;14;5;si;si;"I maestri comprano dei quaderni a quadretti; tutti preparano il necessario per le lezioni.";635;1145;649;939;841;1906;688;1058;830;784;869;762;855;688.0;;88;88;26;F;italiana;xxx;italia;laurea magistrale in corso;sì;xxx;725864
D;96;Alberta_Bologna;gender48;g_fem;masc;carnicero;no;592;804;1341;823;875;13;5;si;si;"Le macellaie preparano tagli d' agnello fresco; tutte espongono i nuovi prezzi in vetrina.";592;804;1341;2468;1511;764;754;823;875;681;926;1227;822;827.0;;88;88;26;F;italiana;xxx;italia;laurea magistrale in corso;sì;xxx;725864
D;105;Bologna;gender57;g_masc;masc;ministro;no;602;902;738;794;1634;15;5;si;si;"I ministri partecipano alla riunione di gabinetto; tutti attendevano impazientemente dei dettagli sul piano economico.";602;902;738;1082;838;723;1200;794;1634;928;784;665;940;752.0;771.0;88;88;26;F;italiana;xxx;italia;laurea magistrale in corso;sì;xxx;725864
A;79;todos;gender31;g_masc;masc;herrero;no;915;918;663;954;603;14;5;no;no;"I fabbri saldano la nuova rete metallica; tutti eseguono un lavoro di squadra eccellente.";915;918;663;546;959;507;755;954;603;559;729;518;701;1036.0;;89;89;24;donna;italiana;xxx;italiano;Laurea Magistrale (in corso);sì;xxx;512583
A;75;Bologna;gender27;g_masc;fem;fonoaudiólogo;no;1634;864;720;1124;852;13;5;no;no;"I ginecologi visitano le pazienti con le infermiere; tutti monitorano la crescita fetale.";1634;864;720;572;796;603;703;725;1124;852;525;669;626;;;89;89;24;donna;italiana;xxx;italiano;Laurea Magistrale (in corso);sì;xxx;512583
A;78;todos;gender30;g_fem;masc;camionero;no;570;900;963;895;599;15;4;si;si;"Le giardiniere curano il parco pubblico; tutte potano gli alberi malati alla fine dell' inverno.";570;900;963;473;771;585;895;599;835;598;876;469;679;954.0;481.0;89;89;24;donna;italiana;xxx;italiano;Laurea Magistrale (in corso);sì;xxx;512583
A;54;todos;gender6;g_fem;fem;bibliotecario;si;714;731;594;722;930;14;5;si;si;"Le bibliotecarie organizzano alfabeticamente i nuovi libri; tutte eseguono il lavoro in modo rigoroso.";714;731;594;1185;556;838;360;722;930;702;559;1039;879;726.0;;89;89;24;donna;italiana;xxx;italiano;Laurea Magistrale (in corso);sì;xxx;512583
A;59;todos;gender11;g_masc;fem;psicólogo;si;718;509;893;689;729;13;4;no;no;"Gli psicologi organizzano una seduta collettiva; tutti offrono consulenza gratuita negli ambulatori pubblici.";718;509;893;1071;743;912;689;729;823;883;1444;544;952;;;89;89;24;donna;italiana;xxx;italiano;Laurea Magistrale (in corso);sì;xxx;512583
A;49;todos;gender1;g_masc;fem;enfermero;no;689;729;837;1017;1073;14;7;si;si;"Gli infermieri controllano i turni di guardia del giorno; tutti trovano degli errori madornali.";689;729;837;889;713;585;1239;550;827;1017;1073;757;641;534.0;;89;89;24;donna;italiana;xxx;italiano;Laurea Magistrale (in corso);sì;xxx;512583
A;85;todos;gender37;g_masc;masc;bombero;si;760;955;572;598;877;14;6;si;si;"I becchini preparano la salma per la sepoltura; tutti aspettano in un rigoroso silenzio.";760;955;572;574;600;733;806;692;598;877;1675;1026;961;522.0;;89;89;24;donna;italiana;xxx;italiano;Laurea Magistrale (in corso);sì;xxx;512583
A;56;todos;gender8;g_fem;fem;secretario;no;542;841;732;625;561;13;5;no;no;"Le segretarie ricevono la documentazione ufficiale; tutte raccolgono le firme in ogni dipartimento.";542;841;732;562;952;846;625;561;570;511;569;494;740;;;89;89;24;donna;italiana;xxx;italiano;Laurea Magistrale (in corso);sì;xxx;512583
A;91;todos;gender43;g_masc;masc;marinero;no;469;559;780;609;763;13;5;no;no;"I marinai ricevono le indicazioni dal porto; tutti manovrano con destrezza la nave.";469;559;780;598;773;578;545;609;763;861;1122;537;589;;;89;89;24;donna;italiana;xxx;italiano;Laurea Magistrale (in corso);sì;xxx;512583
A;104;Bologna;gender56;g_fem;masc;plomero;si;478;830;1123;1039;1034;13;5;si;si;"Le idrauliche riparano la principale tubatura rotta; tutte ripristinano l' acqua corrente nell' intero edificio.";478;830;1123;609;1007;729;1106;1039;1034;708;481;853;909;824.0;1071.0;89;89;24;donna;italiana;xxx;italiano;Laurea Magistrale (in corso);sì;xxx;512583
A;88;todos;gender40;g_fem;masc;mecánico;si;506;1858;729;654;626;13;5;no;no;"Le meccaniche riparano il motore dell' automobile; tutte offrono un servizio eccellente al cliente.";506;1858;729;491;675;682;726;654;626;635;446;654;989;882.0;;89;89;24;donna;italiana;xxx;italiano;Laurea Magistrale (in corso);sì;xxx;512583
B;87;todos;gender39;g_masc;masc;mecánico;no;771;898;810;1809;961;13;5;no;no;"I meccanici riparano il motore dell' automobile; tutti offrono un servizio eccellente al cliente.";771;898;810;846;666;844;559;1809;961;791;1038;813;644;858.0;;90;90;25;F;Italiana;xxx;Italiano;Diploma Belle Arti ;Sì;xxx;970817
